City,Country,GID,Mfr,Product,Region,SerialNumber,UID,"_raw","_time",accnt,acct,action,addr,app,auid,bytes,category,cipher,classification,clientip,comm,cookie,"date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone",dbname,"dest_ip","dest_port",direction,euid,eventtype,exe,file,format,fp,"generator_id",home,host,hostname,id,idProduct,idVendor,ident,index,jscallback,kind,ksize,laddr,lat,linecount,lon,lport,mac,method,msg,name,op,other,p,"page_id",pid,priority,process,proto,protocol,punct,referer,"referer_domain","req_time",res,rhost,root,rport,ses,severity,shell,signature,"signature_rev",software,source,sourcetype,spid,"splunk_server","splunk_server_group","src_ip","src_port",srcaddr,status,suid,surveyid,swVersion,tag,"tag::eventtype",terminal,timeendpos,timestartpos,tty,type,uid,uri,"uri_domain","uri_path","uri_query",user,useragent,ver,version,x,x00type,"x_info","x_pid"
"","United States",,,,"",,,"99.138.19.173 - - [17/Jun/2014:07:09:22 -0400] ""GET /HNAP1/ HTTP/1.1"" 404 204 ""http://69.50.163.209/"" ""Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.0.1) Gecko/20030306 Camino/0.7""","2014-06-17T04:09:22.000-0700",,,,,,,204,,,,"99.138.19.173",,,7,17,9,june,22,tuesday,2014,"-240",,,,,,,,,,,,,Network3HP,,,,,"-",main,,,,,"38.00000",1,"-97.00000",,,GET,,,,,,,,,,,,"..._-_-_[//:::_-]_""_//_/.""___""://.../""_""/._(;_;___","http://69.50.163.209/","http://69.50.163.209","17/Jun/2014:07:09:22 -0400",,,HNAP1,,,,,,,,"access_log_all","access_combined",,RazLT,,,,"99.138.19.173",404,,,,,,,45,19,,,,"/HNAP1/",,"/HNAP1/",,"-","Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.0.1) Gecko/20030306 Camino/0.7",,"HTTP/1.1",,,,
"",France,,,,"",,,"46.105.110.43 - - [16/Jun/2014:10:11:58 -0400] ""GET /MyAdmin/scripts/setup.php HTTP/1.1"" 404 223 ""-"" ""ZmEu""","2014-06-16T07:11:58.000-0700",,,,,,,223,,,,"46.105.110.43",,,10,16,11,june,58,monday,2014,"-240",,,,,,,,"setup.php",,,,,Network3HP,,,,,"-",main,,,,,"48.86000",1,"2.35000",,,GET,,,,,,,,,,,,"..._-_-_[//:::_-]_""_///._/.""___""-""_""""","-",,"16/Jun/2014:10:11:58 -0400",,,MyAdmin,,,,,,,,"access_log_all","access_combined",,RazLT,,,,"46.105.110.43",404,,,,,,,45,19,,,,"/MyAdmin/scripts/setup.php",,"/MyAdmin/scripts/setup.php",,"-",ZmEu,,"HTTP/1.1",,,,
"",France,,,,"",,,"46.105.110.43 - - [16/Jun/2014:10:11:57 -0400] ""GET /myadmin/scripts/setup.php HTTP/1.1"" 404 223 ""-"" ""ZmEu""","2014-06-16T07:11:57.000-0700",,,,,,,223,,,,"46.105.110.43",,,10,16,11,june,57,monday,2014,"-240",,,,,,,,"setup.php",,,,,Network3HP,,,,,"-",main,,,,,"48.86000",1,"2.35000",,,GET,,,,,,,,,,,,"..._-_-_[//:::_-]_""_///._/.""___""-""_""""","-",,"16/Jun/2014:10:11:57 -0400",,,myadmin,,,,,,,,"access_log_all","access_combined",,RazLT,,,,"46.105.110.43",404,,,,,,,45,19,,,,"/myadmin/scripts/setup.php",,"/myadmin/scripts/setup.php",,"-",ZmEu,,"HTTP/1.1",,,,
"",France,,,,"",,,"46.105.110.43 - - [16/Jun/2014:10:11:57 -0400] ""GET /pma/scripts/setup.php HTTP/1.1"" 404 219 ""-"" ""ZmEu""","2014-06-16T07:11:57.000-0700",,,,,,,219,,,,"46.105.110.43",,,10,16,11,june,57,monday,2014,"-240",,,,,,,,"setup.php",,,,,Network3HP,,,,,"-",main,,,,,"48.86000",1,"2.35000",,,GET,,,,,,,,,,,,"..._-_-_[//:::_-]_""_///._/.""___""-""_""""","-",,"16/Jun/2014:10:11:57 -0400",,,pma,,,,,,,,"access_log_all","access_combined",,RazLT,,,,"46.105.110.43",404,,,,,,,45,19,,,,"/pma/scripts/setup.php",,"/pma/scripts/setup.php",,"-",ZmEu,,"HTTP/1.1",,,,
"",France,,,,"",,,"46.105.110.43 - - [16/Jun/2014:10:11:57 -0400] ""GET /phpmyadmin/scripts/setup.php HTTP/1.1"" 404 226 ""-"" ""ZmEu""","2014-06-16T07:11:57.000-0700",,,,,,,226,,,,"46.105.110.43",,,10,16,11,june,57,monday,2014,"-240",,,,,,,,"setup.php",,,,,Network3HP,,,,,"-",main,,,,,"48.86000",1,"2.35000",,,GET,,,,,,,,,,,,"..._-_-_[//:::_-]_""_///._/.""___""-""_""""","-",,"16/Jun/2014:10:11:57 -0400",,,phpmyadmin,,,,,,,,"access_log_all","access_combined",,RazLT,,,,"46.105.110.43",404,,,,,,,45,19,,,,"/phpmyadmin/scripts/setup.php",,"/phpmyadmin/scripts/setup.php",,"-",ZmEu,,"HTTP/1.1",,,,
"",France,,,,"",,,"46.105.110.43 - - [16/Jun/2014:10:11:56 -0400] ""GET /phpMyAdmin/scripts/setup.php HTTP/1.1"" 404 226 ""-"" ""ZmEu""","2014-06-16T07:11:56.000-0700",,,,,,,226,,,,"46.105.110.43",,,10,16,11,june,56,monday,2014,"-240",,,,,,,,"setup.php",,,,,Network3HP,,,,,"-",main,,,,,"48.86000",1,"2.35000",,,GET,,,,,,,,,,,,"..._-_-_[//:::_-]_""_///._/.""___""-""_""""","-",,"16/Jun/2014:10:11:56 -0400",,,phpMyAdmin,,,,,,,,"access_log_all","access_combined",,RazLT,,,,"46.105.110.43",404,,,,,,,45,19,,,,"/phpMyAdmin/scripts/setup.php",,"/phpMyAdmin/scripts/setup.php",,"-",ZmEu,,"HTTP/1.1",,,,
"",France,,,,"",,,"46.105.110.43 - - [16/Jun/2014:10:11:56 -0400] ""GET /w00tw00t.at.blackhats.romanian.anti-sec:) HTTP/1.1"" 404 239 ""-"" ""ZmEu""","2014-06-16T07:11:56.000-0700",,,,,,,239,,,,"46.105.110.43",,,10,16,11,june,56,monday,2014,"-240",,,,,,,,"w00tw00t.at.blackhats.romanian.anti-sec:)",,,,,Network3HP,,,,,"-",main,,,,,"48.86000",1,"2.35000",,,GET,,,,,,,,,,,,"..._-_-_[//:::_-]_""_/....-:)_/.""___""-""_""""","-",,"16/Jun/2014:10:11:56 -0400",,,,,,,,,,,"access_log_all","access_combined",,RazLT,,,,"46.105.110.43",404,,,,,,,45,19,,,,"/w00tw00t.at.blackhats.romanian.anti-sec:)",,"/w00tw00t.at.blackhats.romanian.anti-sec:)",,"-",ZmEu,,"HTTP/1.1",,,,
Nanjing,China,,,,"Jiangsu Sheng",,,"114.232.150.69 - - [15/Jun/2014:17:52:19 -0400] ""GET http://hotel.qunar.com/render/hoteldiv.jsp?&__jscallback=XQScript_4 HTTP/1.1"" 404 217 ""http://hotel.qunar.com/"" ""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36""","2014-06-15T14:52:19.000-0700",,,,,,,217,,,,"114.232.150.69",,,17,15,52,june,19,sunday,2014,"-240",,,,,,,,"hoteldiv.jsp",,,,,Network3HP,,,,,"-",main,"XQScript_4",,,,"32.06170",1,"118.77780",,,GET,,,,,,,,,,,,"..._-_-_[//:::_-]_""_://..//.?&=_/.""___""://../""_""/.","http://hotel.qunar.com/","http://hotel.qunar.com","15/Jun/2014:17:52:19 -0400",,,render,,,,,,,,"access_log_all","access_combined",,RazLT,,,,"114.232.150.69",404,,,,,,,46,20,,,,"http://hotel.qunar.com/render/hoteldiv.jsp?&__jscallback=XQScript_4","http://hotel.qunar.com","/render/hoteldiv.jsp","&__jscallback=XQScript_4","-","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36",,"HTTP/1.1",,,,
,,,,,,,,"[Sat Jun 14 12:57:54.674318 2014] [cgi:error] [pid 8541] [client 185.56.80.133:40476] script not found or unable to stat: /var/www/cgi-bin/php4","2014-06-14T12:57:54.674-0700",,,,,,,,,,,,,,12,14,57,june,54,saturday,2014,local,,,,,,,,,,,,,Network3HP,,,,,,main,,,,,,1,,,,,,,,,,,,,,,,"[___::._]_[:]_[_]_[_...:]_______:_///-/",,,,,,,,,,,,,,"error_all_log","linux_audit",,RazLT,,,,"",,,,,,,,32,5,,,,,,,,,,,,,,,
,,,,,,,,"[Sat Jun 14 12:57:54.519180 2014] [cgi:error] [pid 8541] [client 185.56.80.133:40476] script not found or unable to stat: /var/www/cgi-bin/php.cgi","2014-06-14T12:57:54.519-0700",,,,,,,,,,,,,,12,14,57,june,54,saturday,2014,local,,,,,,,,,,,,,Network3HP,,,,,,main,,,,,,1,,,,,,,,,,,,,,,,"[___::._]_[:]_[_]_[_...:]_______:_///-/.",,,,,,,,,,,,,,"error_all_log","linux_audit",,RazLT,,,,"",,,,,,,,32,5,,,,,,,,,,,,,,,
,,,,,,,,"[Sat Jun 14 12:57:54.366954 2014] [cgi:error] [pid 8541] [client 185.56.80.133:40476] script not found or unable to stat: /var/www/cgi-bin/php-cgi","2014-06-14T12:57:54.366-0700",,,,,,,,,,,,,,12,14,57,june,54,saturday,2014,local,,,,,,,,,,,,,Network3HP,,,,,,main,,,,,,1,,,,,,,,,,,,,,,,"[___::._]_[:]_[_]_[_...:]_______:_///-/-",,,,,,,,,,,,,,"error_all_log","linux_audit",,RazLT,,,,"",,,,,,,,32,5,,,,,,,,,,,,,,,
,,,,,,,,"[Sat Jun 14 12:57:54.214708 2014] [cgi:error] [pid 8541] [client 185.56.80.133:40476] script not found or unable to stat: /var/www/cgi-bin/php5","2014-06-14T12:57:54.214-0700",,,,,,,,,,,,,,12,14,57,june,54,saturday,2014,local,,,,,,,,,,,,,Network3HP,,,,,,main,,,,,,1,,,,,,,,,,,,,,,,"[___::._]_[:]_[_]_[_...:]_______:_///-/",,,,,,,,,,,,,,"error_all_log","linux_audit",,RazLT,,,,"",,,,,,,,32,5,,,,,,,,,,,,,,,
,,,,,,,,"[Sat Jun 14 12:57:54.057065 2014] [cgi:error] [pid 8541] [client 185.56.80.133:40476] script not found or unable to stat: /var/www/cgi-bin/php","2014-06-14T12:57:54.057-0700",,,,,,,,,,,,,,12,14,57,june,54,saturday,2014,local,,,,,,,,,,,,,Network3HP,,,,,,main,,,,,,1,,,,,,,,,,,,,,,,"[___::._]_[:]_[_]_[_...:]_______:_///-/",,,,,,,,,,,,,,"error_all_log","linux_audit",,RazLT,,,,"",,,,,,,,32,5,,,,,,,,,,,,,,,
,,,,,,,,"185.56.80.133 - - [14/Jun/2014:12:57:54 -0400] ""GET /cgi-bin/php4 HTTP/1.1"" 404 210 ""-"" ""-""","2014-06-14T09:57:54.000-0700",,,,,,,210,,,,"185.56.80.133",,,12,14,57,june,54,saturday,2014,"-240",,,,,,,,php4,,,,,Network3HP,,,,,"-",main,,,,,,1,,,,GET,,,,,,,,,,,,"..._-_-_[//:::_-]_""_/-/_/.""___""-""_""-""","-",,"14/Jun/2014:12:57:54 -0400",,,"cgi-bin",,,,,,,,"access_log_all","access_combined",,RazLT,,,,"185.56.80.133",404,,,,,,,45,19,,,,"/cgi-bin/php4",,"/cgi-bin/php4",,"-","-",,"HTTP/1.1",,,,
,,,,,,,,"185.56.80.133 - - [14/Jun/2014:12:57:54 -0400] ""GET /cgi-bin/php.cgi HTTP/1.1"" 404 213 ""-"" ""-""","2014-06-14T09:57:54.000-0700",,,,,,,213,,,,"185.56.80.133",,,12,14,57,june,54,saturday,2014,"-240",,,,,,,,"php.cgi",,,,,Network3HP,,,,,"-",main,,,,,,1,,,,GET,,,,,,,,,,,,"..._-_-_[//:::_-]_""_/-/._/.""___""-""_""-""","-",,"14/Jun/2014:12:57:54 -0400",,,"cgi-bin",,,,,,,,"access_log_all","access_combined",,RazLT,,,,"185.56.80.133",404,,,,,,,45,19,,,,"/cgi-bin/php.cgi",,"/cgi-bin/php.cgi",,"-","-",,"HTTP/1.1",,,,
,,,,,,,,"185.56.80.133 - - [14/Jun/2014:12:57:54 -0400] ""GET /cgi-bin/php-cgi HTTP/1.1"" 404 213 ""-"" ""-""","2014-06-14T09:57:54.000-0700",,,,,,,213,,,,"185.56.80.133",,,12,14,57,june,54,saturday,2014,"-240",,,,,,,,"php-cgi",,,,,Network3HP,,,,,"-",main,,,,,,1,,,,GET,,,,,,,,,,,,"..._-_-_[//:::_-]_""_/-/-_/.""___""-""_""-""","-",,"14/Jun/2014:12:57:54 -0400",,,"cgi-bin",,,,,,,,"access_log_all","access_combined",,RazLT,,,,"185.56.80.133",404,,,,,,,45,19,,,,"/cgi-bin/php-cgi",,"/cgi-bin/php-cgi",,"-","-",,"HTTP/1.1",,,,
,,,,,,,,"185.56.80.133 - - [14/Jun/2014:12:57:54 -0400] ""GET /cgi-bin/php5 HTTP/1.1"" 404 210 ""-"" ""-""","2014-06-14T09:57:54.000-0700",,,,,,,210,,,,"185.56.80.133",,,12,14,57,june,54,saturday,2014,"-240",,,,,,,,php5,,,,,Network3HP,,,,,"-",main,,,,,,1,,,,GET,,,,,,,,,,,,"..._-_-_[//:::_-]_""_/-/_/.""___""-""_""-""","-",,"14/Jun/2014:12:57:54 -0400",,,"cgi-bin",,,,,,,,"access_log_all","access_combined",,RazLT,,,,"185.56.80.133",404,,,,,,,45,19,,,,"/cgi-bin/php5",,"/cgi-bin/php5",,"-","-",,"HTTP/1.1",,,,
,,,,,,,,"185.56.80.133 - - [14/Jun/2014:12:57:54 -0400] ""GET /cgi-bin/php HTTP/1.1"" 404 209 ""-"" ""-""","2014-06-14T09:57:54.000-0700",,,,,,,209,,,,"185.56.80.133",,,12,14,57,june,54,saturday,2014,"-240",,,,,,,,php,,,,,Network3HP,,,,,"-",main,,,,,,1,,,,GET,,,,,,,,,,,,"..._-_-_[//:::_-]_""_/-/_/.""___""-""_""-""","-",,"14/Jun/2014:12:57:54 -0400",,,"cgi-bin",,,,,,,,"access_log_all","access_combined",,RazLT,,,,"185.56.80.133",404,,,,,,,45,19,,,,"/cgi-bin/php",,"/cgi-bin/php",,"-","-",,"HTTP/1.1",,,,
,,,,,,,,"[Sat Jun 14 09:24:10.198524 2014] [cgi:error] [pid 10433] [client 1.214.212.74:47247] script not found or unable to stat: /var/www/cgi-bin/php4","2014-06-14T09:24:10.198-0700",,,,,,,,,,,,,,9,14,24,june,10,saturday,2014,local,,,,,,,,,,,,,Network3HP,,,,,,main,,,,,,1,,,,,,,,,,,,,,,,"[___::._]_[:]_[_]_[_...:]_______:_///-/",,,,,,,,,,,,,,"error_all_log","linux_audit",,RazLT,,,,"",,,,,,,,32,5,,,,,,,,,,,,,,,
,,,,,,,,"[Sat Jun 14 09:24:09.829952 2014] [cgi:error] [pid 1704] [client 1.214.212.74:46935] script not found or unable to stat: /var/www/cgi-bin/php.cgi","2014-06-14T09:24:09.829-0700",,,,,,,,,,,,,,9,14,24,june,9,saturday,2014,local,,,,,,,,,,,,,Network3HP,,,,,,main,,,,,,1,,,,,,,,,,,,,,,,"[___::._]_[:]_[_]_[_...:]_______:_///-/.",,,,,,,,,,,,,,"error_all_log","linux_audit",,RazLT,,,,"",,,,,,,,32,5,,,,,,,,,,,,,,,
,,,,,,,,"[Sat Jun 14 09:24:09.437233 2014] [cgi:error] [pid 3646] [client 1.214.212.74:46655] script not found or unable to stat: /var/www/cgi-bin/php-cgi","2014-06-14T09:24:09.437-0700",,,,,,,,,,,,,,9,14,24,june,9,saturday,2014,local,,,,,,,,,,,,,Network3HP,,,,,,main,,,,,,1,,,,,,,,,,,,,,,,"[___::._]_[:]_[_]_[_...:]_______:_///-/-",,,,,,,,,,,,,,"error_all_log","linux_audit",,RazLT,,,,"",,,,,,,,32,5,,,,,,,,,,,,,,,
,,,,,,,,"[Sat Jun 14 09:24:09.058808 2014] [cgi:error] [pid 3649] [client 1.214.212.74:46417] script not found or unable to stat: /var/www/cgi-bin/php5","2014-06-14T09:24:09.058-0700",,,,,,,,,,,,,,9,14,24,june,9,saturday,2014,local,,,,,,,,,,,,,Network3HP,,,,,,main,,,,,,1,,,,,,,,,,,,,,,,"[___::._]_[:]_[_]_[_...:]_______:_///-/",,,,,,,,,,,,,,"error_all_log","linux_audit",,RazLT,,,,"",,,,,,,,32,5,,,,,,,,,,,,,,,
,,,,,,,,"[Sat Jun 14 09:24:08.681692 2014] [cgi:error] [pid 10435] [client 1.214.212.74:46164] script not found or unable to stat: /var/www/cgi-bin/php","2014-06-14T09:24:08.681-0700",,,,,,,,,,,,,,9,14,24,june,8,saturday,2014,local,,,,,,,,,,,,,Network3HP,,,,,,main,,,,,,1,,,,,,,,,,,,,,,,"[___::._]_[:]_[_]_[_...:]_______:_///-/",,,,,,,,,,,,,,"error_all_log","linux_audit",,RazLT,,,,"",,,,,,,,32,5,,,,,,,,,,,,,,,
Nanjing,China,,,,"Jiangsu Sheng",,,"114.231.134.25 - - [14/Jun/2014:10:49:06 -0400] ""GET http://hotel.qunar.com/render/hoteldiv.jsp?&__jscallback=XQScript_4 HTTP/1.1"" 404 217 ""http://hotel.qunar.com/"" ""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36""","2014-06-14T07:49:06.000-0700",,,,,,,217,,,,"114.231.134.25",,,10,14,49,june,6,saturday,2014,"-240",,,,,,,,"hoteldiv.jsp",,,,,Network3HP,,,,,"-",main,"XQScript_4",,,,"32.06170",1,"118.77780",,,GET,,,,,,,,,,,,"..._-_-_[//:::_-]_""_://..//.?&=_/.""___""://../""_""/.","http://hotel.qunar.com/","http://hotel.qunar.com","14/Jun/2014:10:49:06 -0400",,,render,,,,,,,,"access_log_all","access_combined",,RazLT,,,,"114.231.134.25",404,,,,,,,46,20,,,,"http://hotel.qunar.com/render/hoteldiv.jsp?&__jscallback=XQScript_4","http://hotel.qunar.com","/render/hoteldiv.jsp","&__jscallback=XQScript_4","-","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36",,"HTTP/1.1",,,,
Seoul,"South Korea",,,,Seoul,,,"1.214.212.74 - - [14/Jun/2014:09:24:10 -0400] ""GET //cgi-bin/php4 HTTP/1.1"" 404 210 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)""","2014-06-14T06:24:10.000-0700",,,,,,,210,,,,"1.214.212.74",,,9,14,24,june,10,saturday,2014,"-240",,,,,,,,php4,,,,,Network3HP,,,,,"-",main,,,,,"37.59850",1,"126.97830",,,GET,,,,,,,,,,,,"..._-_-_[//:::_-]_""_//-/_/.""___""-""_""/._(;__.;__)""","-",,"14/Jun/2014:09:24:10 -0400",,,"cgi-bin",,,,,,,,"access_log_all","access_combined",,RazLT,,,,"1.214.212.74",404,,,,,,,44,18,,,,"//cgi-bin/php4",,"//cgi-bin/php4",,"-","Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)",,"HTTP/1.1",,,,
Seoul,"South Korea",,,,Seoul,,,"1.214.212.74 - - [14/Jun/2014:09:24:09 -0400] ""GET //cgi-bin/php.cgi HTTP/1.1"" 404 213 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)""","2014-06-14T06:24:09.000-0700",,,,,,,213,,,,"1.214.212.74",,,9,14,24,june,9,saturday,2014,"-240",,,,,,,,"php.cgi",,,,,Network3HP,,,,,"-",main,,,,,"37.59850",1,"126.97830",,,GET,,,,,,,,,,,,"..._-_-_[//:::_-]_""_//-/._/.""___""-""_""/._(;__.;__)""","-",,"14/Jun/2014:09:24:09 -0400",,,"cgi-bin",,,,,,,,"access_log_all","access_combined",,RazLT,,,,"1.214.212.74",404,,,,,,,44,18,,,,"//cgi-bin/php.cgi",,"//cgi-bin/php.cgi",,"-","Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)",,"HTTP/1.1",,,,
Seoul,"South Korea",,,,Seoul,,,"1.214.212.74 - - [14/Jun/2014:09:24:09 -0400] ""GET //cgi-bin/php-cgi HTTP/1.1"" 404 213 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)""","2014-06-14T06:24:09.000-0700",,,,,,,213,,,,"1.214.212.74",,,9,14,24,june,9,saturday,2014,"-240",,,,,,,,"php-cgi",,,,,Network3HP,,,,,"-",main,,,,,"37.59850",1,"126.97830",,,GET,,,,,,,,,,,,"..._-_-_[//:::_-]_""_//-/-_/.""___""-""_""/._(;__.;__)""","-",,"14/Jun/2014:09:24:09 -0400",,,"cgi-bin",,,,,,,,"access_log_all","access_combined",,RazLT,,,,"1.214.212.74",404,,,,,,,44,18,,,,"//cgi-bin/php-cgi",,"//cgi-bin/php-cgi",,"-","Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)",,"HTTP/1.1",,,,
Seoul,"South Korea",,,,Seoul,,,"1.214.212.74 - - [14/Jun/2014:09:24:09 -0400] ""GET //cgi-bin/php5 HTTP/1.1"" 404 210 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)""","2014-06-14T06:24:09.000-0700",,,,,,,210,,,,"1.214.212.74",,,9,14,24,june,9,saturday,2014,"-240",,,,,,,,php5,,,,,Network3HP,,,,,"-",main,,,,,"37.59850",1,"126.97830",,,GET,,,,,,,,,,,,"..._-_-_[//:::_-]_""_//-/_/.""___""-""_""/._(;__.;__)""","-",,"14/Jun/2014:09:24:09 -0400",,,"cgi-bin",,,,,,,,"access_log_all","access_combined",,RazLT,,,,"1.214.212.74",404,,,,,,,44,18,,,,"//cgi-bin/php5",,"//cgi-bin/php5",,"-","Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)",,"HTTP/1.1",,,,
Seoul,"South Korea",,,,Seoul,,,"1.214.212.74 - - [14/Jun/2014:09:24:08 -0400] ""GET //cgi-bin/php HTTP/1.1"" 404 209 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)""","2014-06-14T06:24:08.000-0700",,,,,,,209,,,,"1.214.212.74",,,9,14,24,june,8,saturday,2014,"-240",,,,,,,,php,,,,,Network3HP,,,,,"-",main,,,,,"37.59850",1,"126.97830",,,GET,,,,,,,,,,,,"..._-_-_[//:::_-]_""_//-/_/.""___""-""_""/._(;__.;__)""","-",,"14/Jun/2014:09:24:08 -0400",,,"cgi-bin",,,,,,,,"access_log_all","access_combined",,RazLT,,,,"1.214.212.74",404,,,,,,,44,18,,,,"//cgi-bin/php",,"//cgi-bin/php",,"-","Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)",,"HTTP/1.1",,,,
,,,,,,,,"[Sat Jun 14 06:20:31.384417 2014] [cgi:error] [pid 3646] [client 1.214.212.74:55548] script not found or unable to stat: /var/www/cgi-bin/php4","2014-06-14T06:20:31.384-0700",,,,,,,,,,,,,,6,14,20,june,31,saturday,2014,local,,,,,,,,,,,,,Network3HP,,,,,,main,,,,,,1,,,,,,,,,,,,,,,,"[___::._]_[:]_[_]_[_...:]_______:_///-/",,,,,,,,,,,,,,"error_all_log","linux_audit",,RazLT,,,,"",,,,,,,,32,5,,,,,,,,,,,,,,,
,,,,,,,,"[Sat Jun 14 06:20:31.005817 2014] [cgi:error] [pid 3649] [client 1.214.212.74:55270] script not found or unable to stat: /var/www/cgi-bin/php.cgi","2014-06-14T06:20:31.005-0700",,,,,,,,,,,,,,6,14,20,june,31,saturday,2014,local,,,,,,,,,,,,,Network3HP,,,,,,main,,,,,,1,,,,,,,,,,,,,,,,"[___::._]_[:]_[_]_[_...:]_______:_///-/.",,,,,,,,,,,,,,"error_all_log","linux_audit",,RazLT,,,,"",,,,,,,,32,5,,,,,,,,,,,,,,,
,,,,,,,,"[Sat Jun 14 06:20:30.622101 2014] [cgi:error] [pid 10433] [client 1.214.212.74:55026] script not found or unable to stat: /var/www/cgi-bin/php-cgi","2014-06-14T06:20:30.622-0700",,,,,,,,,,,,,,6,14,20,june,30,saturday,2014,local,,,,,,,,,,,,,Network3HP,,,,,,main,,,,,,1,,,,,,,,,,,,,,,,"[___::._]_[:]_[_]_[_...:]_______:_///-/-",,,,,,,,,,,,,,"error_all_log","linux_audit",,RazLT,,,,"",,,,,,,,32,5,,,,,,,,,,,,,,,
,,,,,,,,"[Sat Jun 14 06:20:30.240377 2014] [cgi:error] [pid 4098] [client 1.214.212.74:54803] script not found or unable to stat: /var/www/cgi-bin/php5","2014-06-14T06:20:30.240-0700",,,,,,,,,,,,,,6,14,20,june,30,saturday,2014,local,,,,,,,,,,,,,Network3HP,,,,,,main,,,,,,1,,,,,,,,,,,,,,,,"[___::._]_[:]_[_]_[_...:]_______:_///-/",,,,,,,,,,,,,,"error_all_log","linux_audit",,RazLT,,,,"",,,,,,,,32,5,,,,,,,,,,,,,,,
,,,,,,,,"[Sat Jun 14 06:20:29.858322 2014] [cgi:error] [pid 10436] [client 1.214.212.74:54566] script not found or unable to stat: /var/www/cgi-bin/php","2014-06-14T06:20:29.858-0700",,,,,,,,,,,,,,6,14,20,june,29,saturday,2014,local,,,,,,,,,,,,,Network3HP,,,,,,main,,,,,,1,,,,,,,,,,,,,,,,"[___::._]_[:]_[_]_[_...:]_______:_///-/",,,,,,,,,,,,,,"error_all_log","linux_audit",,RazLT,,,,"",,,,,,,,32,5,,,,,,,,,,,,,,,
Seoul,"South Korea",,,,Seoul,,,"1.214.212.74 - - [14/Jun/2014:06:20:31 -0400] ""GET //cgi-bin/php4 HTTP/1.1"" 404 210 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)""","2014-06-14T03:20:31.000-0700",,,,,,,210,,,,"1.214.212.74",,,6,14,20,june,31,saturday,2014,"-240",,,,,,,,php4,,,,,Network3HP,,,,,"-",main,,,,,"37.59850",1,"126.97830",,,GET,,,,,,,,,,,,"..._-_-_[//:::_-]_""_//-/_/.""___""-""_""/._(;__.;__)""","-",,"14/Jun/2014:06:20:31 -0400",,,"cgi-bin",,,,,,,,"access_log_all","access_combined",,RazLT,,,,"1.214.212.74",404,,,,,,,44,18,,,,"//cgi-bin/php4",,"//cgi-bin/php4",,"-","Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)",,"HTTP/1.1",,,,
Seoul,"South Korea",,,,Seoul,,,"1.214.212.74 - - [14/Jun/2014:06:20:31 -0400] ""GET //cgi-bin/php.cgi HTTP/1.1"" 404 213 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)""","2014-06-14T03:20:31.000-0700",,,,,,,213,,,,"1.214.212.74",,,6,14,20,june,31,saturday,2014,"-240",,,,,,,,"php.cgi",,,,,Network3HP,,,,,"-",main,,,,,"37.59850",1,"126.97830",,,GET,,,,,,,,,,,,"..._-_-_[//:::_-]_""_//-/._/.""___""-""_""/._(;__.;__)""","-",,"14/Jun/2014:06:20:31 -0400",,,"cgi-bin",,,,,,,,"access_log_all","access_combined",,RazLT,,,,"1.214.212.74",404,,,,,,,44,18,,,,"//cgi-bin/php.cgi",,"//cgi-bin/php.cgi",,"-","Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)",,"HTTP/1.1",,,,
